_c0,EffectiveDate,PricePerUnit,LeaseContractLength,PurchaseOption,OfferingClass,Location,InstanceType,CurrentGeneration,InstanceFamily,vCPU,ClockSpeed,Memory,Storage,NetworkPerformance,OperatingSystem,Tenancy,usageType,DedicatedEBSThroughput,NormalizationSizeFactor,ProcessorFeatures
1003654,01/06/19,16809.0,3yr,Partial Upfront,convertible,EU (Paris),m5a.12xlarge,Yes,General purpose,48.0,2.5 GHz,192 GiB,EBS only,10 Gigabit,RHEL,Shared,EUW3-BoxUsage:m5a.12xlarge,5000 Mbps,96.0,"AVX, AVX2, AMD Turbo"
1003659,01/07/19,0.0,"","","",Asia Pacific (Osaka-Local),i3.xlarge,Yes,Storage optimized,4.0,2.3 GHz,30.5 GiB,1 x 950 NVMe SSD,Up to 10 Gigabit,Windows,Host,APN3-HostBoxUsage:i3.xlarge,850 Mbps,8.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003681,31/10/17,0.242,1yr,Partial Upfront,convertible,Asia Pacific (Singapore),r3.xlarge,No,Memory optimized,4.0,2.5 GHz,30.5 GiB,1 x 80 SSD,Moderate,Windows,Shared,APS1-BoxUsage:r3.xlarge,"",8.0,Intel AVX; Intel Turbo
1003684,01/06/19,0.0,3yr,All Upfront,standard,EU (London),m5.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,EBS only,20 Gigabit,Windows,Dedicated,EUW2-DedicatedUsage:m5.16xlarge,10000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003690,01/07/19,3.3,"","","",US East (N. Virginia),m4.16xlarge,Yes,General purpose,64.0,2.3 GHz,256 GiB,EBS only,20 Gigabit,SUSE,Shared,BoxUsage:m4.16xlarge,10000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003693,13/09/18,11477.0,1yr,All Upfront,convertible,Canada (Central),g3.4xlarge,Yes,GPU instance,16.0,2.3 GHz,122 GiB,EBS only,Up to 10 Gigabit,RHEL,Dedicated,CAN1-DedicatedUsage:g3.4xlarge,3500 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003697,31/12/17,0.0,3yr,All Upfront,convertible,Asia Pacific (Mumbai),c4.8xlarge,Yes,Compute optimized,36.0,2.9 GHz,60 GiB,EBS only,10 Gigabit,Windows,Shared,APS3-BoxUsage:c4.8xlarge,4000 Mbps,64.0,Intel AVX; Intel AVX2; Intel Turbo
1003708,31/10/16,0.271,3yr,Partial Upfront,standard,Asia Pacific (Tokyo),m3.xlarge,No,General purpose,4.0,2.5 GHz,15 GiB,2 x 40 SSD,High,Windows,Dedicated,APN1-DedicatedUsage:m3.xlarge,"",8.0,Intel AVX; Intel Turbo
1003712,06/11/18,1.54,3yr,No Upfront,convertible,EU (Stockholm),d2.4xlarge,Yes,Storage optimized,16.0,2.4 GHz,122 GiB,12 x 2000 HDD,High,RHEL,Shared,EUN1-BoxUsage:d2.4xlarge,"",32.0,Intel AVX; Intel AVX2; Intel Turbo
1003713,31/10/16,0.0,3yr,All Upfront,convertible,EU (Frankfurt),c4.8xlarge,Yes,Compute optimized,36.0,2.9 GHz,60 GiB,EBS only,10 Gigabit,Windows,Dedicated,EUC1-DedicatedUsage:c4.8xlarge,4000 Mbps,64.0,Intel AVX; Intel AVX2; Intel Turbo
1003716,20/11/18,2.5860000000000003,3yr,Partial Upfront,standard,EU (Ireland),c5n.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,96 GiB,EBS only,50 Gigabit,Linux,Shared,EU-BoxUsage:c5n.9xlarge,7000 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003753,01/06/19,0.0,3yr,All Upfront,convertible,EU (Frankfurt),t3a.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,EBS only,Moderate,Linux,Shared,EUC1-BoxUsage:t3a.xlarge,Upto 2120 Mbps,8.0,"AVX, AVX2, AMD Turbo"
1003759,31/05/18,0.282,1yr,Partial Upfront,standard,Canada (Central),m5d.large,Yes,General purpose,2.0,2.5 GHz,8 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Linux,Dedicated,CAN1-DedicatedUsage:m5d.large,Upto 2120 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003773,01/03/19,845.0,1yr,All Upfront,convertible,Asia Pacific (Sydney),c5n.large,Yes,Compute optimized,2.0,3.0 Ghz,5.25 GiB,EBS only,Up to 25 Gigabit,Linux,Shared,APS2-BoxUsage:c5n.large,Up to 3500 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003774,01/07/19,2.636,"","","",EU (London),z1d.6xlarge,Yes,Memory optimized,24.0,"",192 GiB,1 x 900 NVMe SSD,10 Gigabit,Linux,Shared,EUW2-BoxUsage:z1d.6xlarge,"",48.0,""
1003777,01/03/19,0.0,1yr,All Upfront,convertible,Asia Pacific (Hong Kong),m5d.12xlarge,Yes,General purpose,48.0,2.5 GHz,192 GiB,2 x 900 NVMe SSD,10 Gigabit,SUSE,Dedicated,APE1-DedicatedUsage:m5d.12xlarge,6000 Mbps,96.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003791,01/07/19,1.91,"","","",US East (N. Virginia),m5d.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Shared,BoxUsage:m5d.4xlarge,2120 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003797,30/04/18,1688.0,1yr,All Upfront,standard,Canada (Central),c5d.xlarge,Yes,Compute optimized,4.0,3.0 Ghz,8 GiB,1 x 100 NVMe SSD,Up to 10 Gigabit,RHEL,Shared,CAN1-BoxUsage:c5d.xlarge,Upto 2250 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003804,30/06/18,1079.0,1yr,Partial Upfront,standard,US East (N. Virginia),z1d.xlarge,Yes,Memory optimized,4.0,"",32 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,RHEL,Dedicated,DedicatedUsage:z1d.xlarge,"",8.0,""
1003822,01/06/19,6.16,3yr,Partial Upfront,standard,AWS GovCloud (US-East),m5a.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,EBS only,12 Gigabit,Windows,Dedicated,UGE1-DedicatedUsage:m5a.16xlarge,7000 Mbps,128.0,"AVX, AVX2, AMD Turbo"
1003823,30/09/16,0.0,1yr,All Upfront,standard,US West (N. California),c3.4xlarge,No,Compute optimized,16.0,2.8 GHz,30 GiB,2 x 160 SSD,High,Windows,Shared,USW1-BoxUsage:c3.4xlarge,"",32.0,Intel AVX; Intel Turbo
1003824,01/07/19,0.0,"","","",Asia Pacific (Sydney),m5d.12xlarge,Yes,General purpose,48.0,2.5 GHz,192 GiB,2 x 900 NVMe SSD,10 Gigabit,Windows,Dedicated,APS2-DedicatedRes:m5d.12xlarge,6000 Mbps,96.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003831,30/06/18,17627.0,3yr,Partial Upfront,convertible,US West (N. California),z1d.6xlarge,Yes,Memory optimized,24.0,"",192 GiB,1 x 900 NVMe SSD,10 Gigabit,Linux,Dedicated,USW1-DedicatedUsage:z1d.6xlarge,"",48.0,""
1003846,01/03/19,1651.0,1yr,Partial Upfront,standard,US East (Ohio),m5ad.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,Shared,USE2-BoxUsage:m5ad.xlarge,Upto 2120 Mbps,8.0,"AVX, AVX2, AMD Turbo"
1003864,31/12/17,5995.0,1yr,Partial Upfront,standard,US West (N. California),c5.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,72 GiB,EBS only,10 Gigabit,RHEL,Dedicated,USW1-DedicatedUsage:c5.9xlarge,4500 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003880,30/11/17,18541.0,1yr,All Upfront,standard,EU (Paris),d2.xlarge,Yes,Storage optimized,4.0,2.4 GHz,30.5 GiB,3 x 2000 HDD,Moderate,Windows,Dedicated,EUW3-DedicatedUsage:d2.xlarge,"",8.0,Intel AVX; Intel AVX2; Intel Turbo
1003896,20/11/18,1.459,3yr,Partial Upfront,standard,US East (Ohio),c5n.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,96 GiB,EBS only,50 Gigabit,Windows,Shared,USE2-BoxUsage:c5n.9xlarge,7000 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003902,04/10/18,3.0389999999999997,3yr,No Upfront,convertible,AWS GovCloud (US-East),m5.24xlarge,Yes,General purpose,96.0,2.5 GHz,384 GiB,EBS only,25 Gigabit,Linux,Shared,UGE1-BoxUsage:m5.24xlarge,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003920,31/10/16,0.391,1yr,No Upfront,standard,Asia Pacific (Tokyo),m1.xlarge,No,General purpose,4.0,"",15 GiB,4 x 420,High,RHEL,Dedicated,APN1-DedicatedUsage:m1.xlarge,"",8.0,""
1003925,31/03/18,0.0,3yr,All Upfront,convertible,US East (Ohio),i3.4xlarge,Yes,Storage optimized,16.0,2.3 GHz,122 GiB,2 x 1900 NVMe SSD,Up to 10 Gigabit,Linux,Dedicated,USE2-DedicatedUsage:i3.4xlarge,3500 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003933,31/10/17,69500.0,1yr,Partial Upfront,convertible,Asia Pacific (Tokyo),r3.8xlarge,No,Memory optimized,32.0,2.5 GHz,244 GiB,2 x 320 SSD,10 Gigabit,Windows,Shared,APN1-BoxUsage:r3.8xlarge,"",64.0,Intel AVX; Intel Turbo
1003940,04/10/18,0.222,3yr,No Upfront,standard,AWS GovCloud (US-East),r5d.xlarge,Yes,Memory optimized,4.0,"",32 GiB,1 x 150 NVMe SSD,10 Gigabit,SUSE,Dedicated,UGE1-DedicatedUsage:r5d.xlarge,"",8.0,""
1003941,30/04/17,8340.0,3yr,All Upfront,convertible,Asia Pacific (Seoul),r4.2xlarge,Yes,Memory optimized,8.0,2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,APN2-DedicatedUsage:r4.2xlarge,1600 Mbps,16.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003942,30/11/17,95328.0,3yr,All Upfront,standard,EU (Paris),r4.2xlarge,Yes,Memory optimized,8.0,2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,EUW3-DedicatedUsage:r4.2xlarge,1600 Mbps,16.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003944,01/06/19,0.0,3yr,All Upfront,convertible,EU (Frankfurt),r5a.8xlarge,Yes,Memory optimized,32.0,2.5 GHz,256 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,EUC1-DedicatedUsage:r5a.8xlarge,3500 Mbps,64.0,"AVX, AVX2, AMD Turbo"
1003997,20/11/18,0.0,1yr,All Upfront,standard,AWS GovCloud (US),c5n.2xlarge,Yes,Compute optimized,8.0,3.0 Ghz,21 GiB,EBS only,Up to 25 Gigabit,Windows,Dedicated,UGW1-DedicatedUsage:c5n.2xlarge,Up to 3500 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003998,03/08/18,0.1185,1yr,No Upfront,standard,Canada (Central),t3.large,Yes,General purpose,2.0,"",8 GiB,EBS only,Low to Moderate,RHEL,Shared,CAN1-BoxUsage:t3.large,"",4.0,""
1004011,31/10/17,4601.0,1yr,All Upfront,convertible,Asia Pacific (Tokyo),m3.xlarge,No,General purpose,4.0,2.5 GHz,15 GiB,2 x 40 SSD,High,Windows,Dedicated,APN1-DedicatedUsage:m3.xlarge,"",8.0,Intel AVX; Intel Turbo
1004016,31/10/16,0.0,3yr,All Upfront,standard,Asia Pacific (Tokyo),m2.2xlarge,No,Memory optimized,4.0,"",34.2 GiB,1 x 850,Moderate,Windows,Shared,APN1-BoxUsage:m2.2xlarge,"",16.0,""
1004018,01/06/19,5.64,1yr,No Upfront,convertible,EU (Ireland),m5a.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,EBS only,12 Gigabit,Windows,Dedicated,EU-DedicatedUsage:m5a.16xlarge,7000 Mbps,128.0,"AVX, AVX2, AMD Turbo"
1004020,30/09/16,0.0,1yr,All Upfront,standard,US East (Ohio),d2.xlarge,Yes,Storage optimized,4.0,2.4 GHz,30.5 GiB,3 x 2000 HDD,Moderate,RHEL,Shared,USE2-BoxUsage:d2.xlarge,"",8.0,Intel AVX; Intel AVX2; Intel Turbo
1004023,01/03/19,0.0,1yr,All Upfront,standard,US East (N. Virginia),m5ad.large,Yes,General purpose,2.0,2.5 GHz,8 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Windows,Shared,BoxUsage:m5ad.large,Upto 2120 Mbps,4.0,"AVX, AVX2, AMD Turbo"
1004025,03/08/18,0.0042,1yr,No Upfront,standard,EU (London),t3.nano,Yes,General purpose,2.0,"",0.5 GiB,EBS only,Low,Linux,Shared,EUW2-BoxUsage:t3.nano,"",0.25,""
1004039,12/10/18,0.26,3yr,No Upfront,convertible,Asia Pacific (Singapore),r5d.large,Yes,Memory optimized,2.0,"",16 GiB,1 x 75 NVMe SSD,10 Gigabit,Windows,Dedicated,APS1-DedicatedUsage:r5d.large,"",4.0,""
1004044,03/08/18,0.0012,3yr,Partial Upfront,convertible,US West (Oregon),t3.nano,Yes,General purpose,2.0,"",0.5 GiB,EBS only,Low,Linux,Shared,USW2-BoxUsage:t3.nano,"",0.25,""
1004048,05/08/18,0.636,3yr,No Upfront,standard,US West (N. California),c5d.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,1 x 50 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,USW1-DedicatedUsage:c5d.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004050,01/07/19,16.416,"","","",EU (Ireland),i3en.24xlarge,Yes,Storage optimized,96.0,3.1 GHz,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,Windows,Shared,EU-BoxUsage:i3en.24xlarge,14000 Mbps,192.0,""
1004076,30/11/16,0.0,3yr,All Upfront,convertible,AWS GovCloud (US),r3.8xlarge,No,Memory optimized,32.0,2.5 GHz,244 GiB,2 x 320 SSD,10 Gigabit,Windows,Dedicated,UGW1-DedicatedUsage:r3.8xlarge,"",64.0,Intel AVX; Intel Turbo
1004085,01/07/19,0.0,"","","",AWS GovCloud (US-East),r5d.large,Yes,Memory optimized,2.0,"",16 GiB,1 x 75 NVMe SSD,10 Gigabit,Linux,Shared,UGE1-Reservation:r5d.large,"",4.0,""
1004086,30/04/17,0.6359,3yr,No Upfront,convertible,EU (Frankfurt),r4.4xlarge,Yes,Memory optimized,16.0,2.3 GHz,122 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,EUC1-BoxUsage:r4.4xlarge,3000 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004089,30/06/17,0.6338,3yr,No Upfront,standard,AWS GovCloud (US),m4.large,Yes,General purpose,2.0,2.4 GHz,8 GiB,EBS only,Moderate,Windows,Dedicated,UGW1-DedicatedUsage:m4.large,450 Mbps,4.0,Intel AVX; Intel AVX2; Intel Turbo
1004121,01/03/19,0.0,3yr,All Upfront,standard,US East (N. Virginia),t3a.large,Yes,General purpose,2.0,2.5 GHz,8 GiB,EBS only,Low to Moderate,SUSE,Shared,BoxUsage:t3a.large,Upto 2120 Mbps,4.0,"AVX, AVX2, AMD Turbo"
1004123,04/10/18,5.196000000000001,3yr,No Upfront,convertible,AWS GovCloud (US-East),m5d.24xlarge,Yes,General purpose,96.0,2.5 GHz,384 GiB,4 x 900 NVMe SSD,25 Gigabit,Linux,Dedicated,UGE1-DedicatedUsage:m5d.24xlarge,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004131,01/07/19,0.0,"","","",EU (Paris),r5a.4xlarge,Yes,Memory optimized,16.0,2.5 GHz,128 GiB,EBS only,10 Gigabit,Windows,Shared,EUW3-Reservation:r5a.4xlarge,Upto 2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1004144,01/07/19,0.0,"","","",EU (Paris),m5.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,EBS only,20 Gigabit,SUSE,Dedicated,EUW3-DedicatedRes:m5.16xlarge,10000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004146,04/10/18,0.0,1yr,All Upfront,convertible,AWS GovCloud (US-East),r5d.2xlarge,Yes,Memory optimized,8.0,"",64 GiB,1 x 300 NVMe SSD,10 Gigabit,Windows,Dedicated,UGE1-DedicatedUsage:r5d.2xlarge,"",16.0,""
1004150,30/09/16,26421.0,3yr,All Upfront,standard,EU (Ireland),c3.4xlarge,No,Compute optimized,16.0,2.8 GHz,30 GiB,2 x 160 SSD,High,Windows,Shared,EU-BoxUsage:c3.4xlarge,"",32.0,Intel AVX; Intel Turbo
1004154,31/10/17,8016.0,3yr,Partial Upfront,standard,US East (N. Virginia),c5.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,DedicatedUsage:c5.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004162,31/10/16,0.14300000000000002,1yr,Partial Upfront,standard,Asia Pacific (Tokyo),m3.large,No,General purpose,2.0,2.5 GHz,7.5 GiB,1 x 32 SSD,Moderate,Windows,Dedicated,APN1-DedicatedUsage:m3.large,"",4.0,Intel AVX; Intel Turbo
1004185,31/10/16,0.0,1yr,All Upfront,standard,Asia Pacific (Tokyo),d2.8xlarge,Yes,Storage optimized,36.0,2.4 GHz,244 GiB,24 x 2000 HDD,10 Gigabit,Linux,Dedicated,APN1-DedicatedUsage:d2.8xlarge,"",64.0,Intel AVX; Intel AVX2; Intel Turbo
1004189,31/03/18,18159.0,3yr,All Upfront,standard,Asia Pacific (Seoul),c5.2xlarge,Yes,Compute optimized,8.0,3.0 Ghz,16 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,APN2-DedicatedUsage:c5.2xlarge,Upto 2250 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004206,30/09/16,5392.0,1yr,Partial Upfront,standard,US East (N. Virginia),c3.8xlarge,No,Compute optimized,32.0,2.8 GHz,60 GiB,2 x 320 SSD,10 Gigabit,SUSE,Shared,BoxUsage:c3.8xlarge,"",64.0,Intel AVX; Intel Turbo
1004210,30/04/17,4.04,3yr,Partial Upfront,convertible,US East (N. Virginia),p2.16xlarge,Yes,GPU instance,64.0,2.3 GHz,768 GiB,EBS only,20 Gigabit,RHEL,Dedicated,DedicatedUsage:p2.16xlarge,"",128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004213,31/10/17,9214.0,1yr,Partial Upfront,convertible,Asia Pacific (Seoul),i3.4xlarge,Yes,Storage optimized,16.0,2.3 GHz,122 GiB,2 x 1900 NVMe SSD,Up to 10 Gigabit,Windows,Shared,APN2-BoxUsage:i3.4xlarge,3500 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004221,30/04/18,1364.0,1yr,Partial Upfront,convertible,Canada (Central),c5d.2xlarge,Yes,Compute optimized,8.0,3.0 Ghz,16 GiB,1 x 200 NVMe SSD,Up to 10 Gigabit,RHEL,Shared,CAN1-BoxUsage:c5d.2xlarge,Upto 2250 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004226,04/10/18,0.0,3yr,All Upfront,standard,AWS GovCloud (US-East),m5.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,UGE1-BoxUsage:m5.xlarge,Upto 2120 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004227,01/05/19,492696.0,3yr,All Upfront,convertible,Asia Pacific (Sydney),c5.24xlarge,Yes,Compute optimized,96.0,3.0 Ghz,192 GiB,EBS only,25 Gigabit,Windows,Dedicated,APS2-DedicatedUsage:c5.24xlarge,14000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Deep Learning Boost, Intel Turbo"
1004231,01/07/19,1.821,"","","",Canada (Central),m5a.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,CAN1-UnusedDed:m5a.4xlarge,2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1004248,01/07/19,1.715,"","","",Asia Pacific (Mumbai),m5.8xlarge,Yes,General purpose,32.0,2.5 GHz,128 GiB,EBS only,10 Gigabit,Linux,Dedicated,APS3-UnusedDed:m5.8xlarge,5000 Mbps,64.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004257,31/03/18,8.36,1yr,No Upfront,convertible,EU (Frankfurt),x1.16xlarge,Yes,Memory optimized,64.0,2.3 GHz,976 GiB,1 x 1920 SSD,High,Linux,Dedicated,EUC1-DedicatedUsage:x1.16xlarge,"",128.0,""
1004266,31/10/17,0.1207,1yr,Partial Upfront,convertible,Asia Pacific (Singapore),r4.large,Yes,Memory optimized,2.0,2.3 GHz,15.25 GiB,EBS only,Up to 10 Gigabit,RHEL,Dedicated,APS1-DedicatedUsage:r4.large,400 Mbps,4.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004275,30/06/17,6024.0,1yr,All Upfront,standard,Asia Pacific (Seoul),i3.large,Yes,Storage optimized,2.0,2.3 GHz,15.25 GiB,1 x 475 NVMe SSD,Up to 10 Gigabit,Windows,Shared,APN2-BoxUsage:i3.large,425 Mbps,4.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004278,01/03/19,2985.0,1yr,Partial Upfront,convertible,US East (Ohio),m5ad.2xlarge,Yes,General purpose,8.0,2.5 GHz,32 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,USE2-DedicatedUsage:m5ad.2xlarge,Upto 2120 Mbps,16.0,"AVX, AVX2, AMD Turbo"
1004282,30/09/16,1758.0,1yr,All Upfront,standard,South America (Sao Paulo),c1.medium,No,Compute optimized,2.0,"",1.7 GiB,1 x 350,Moderate,Windows,Dedicated,SAE1-DedicatedUsage:c1.medium,"",2.0,""
1004306,30/06/17,0.0,3yr,All Upfront,convertible,AWS GovCloud (US),r4.16xlarge,Yes,Memory optimized,64.0,2.3 GHz,488 GiB,EBS only,20 Gigabit,Windows,Shared,UGW1-BoxUsage:r4.16xlarge,12000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004315,30/04/17,0.0,3yr,All Upfront,convertible,US West (Oregon),x1.16xlarge,Yes,Memory optimized,64.0,2.3 GHz,976 GiB,1 x 1920 SSD,High,Windows,Dedicated,USW2-DedicatedUsage:x1.16xlarge,"",128.0,""
1004342,01/07/19,5.018,"","","",EU (Ireland),h1.16xlarge,Yes,Storage optimized,64.0,2.3 GHz,256 GiB,8 x 2000 HDD,25 Gigabit,RHEL,Shared,EU-UnusedBox:h1.16xlarge,12000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004343,01/06/19,0.0,3yr,All Upfront,convertible,Canada (Central),m5d.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,4 x 600 NVMe SSD,20 Gigabit,Linux,Dedicated,CAN1-DedicatedUsage:m5d.16xlarge,10000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004355,01/07/19,3548.0,1yr,Partial Upfront,standard,AWS GovCloud (US),m5ad.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,SUSE,Dedicated,UGW1-DedicatedUsage:m5ad.4xlarge,2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1004359,05/08/18,56880.0,1yr,All Upfront,convertible,US West (N. California),c5d.18xlarge,Yes,Compute optimized,72.0,3.0 Ghz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,Windows,Dedicated,USW1-DedicatedUsage:c5d.18xlarge,9000 Mbps,144.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004360,01/04/19,34188.0,1yr,Partial Upfront,standard,US West (N. California),i3en.24xlarge,Yes,Storage optimized,96.0,3.1 GHz,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,RHEL,Shared,USW1-BoxUsage:i3en.24xlarge,14000 Mbps,192.0,""
1004373,01/07/19,6893.0,3yr,Partial Upfront,standard,Asia Pacific (Sydney),m5ad.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,SUSE,Shared,APS2-BoxUsage:m5ad.4xlarge,2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1004375,31/03/18,0.0,1yr,All Upfront,standard,Asia Pacific (Tokyo),c5.4xlarge,Yes,Compute optimized,16.0,3.0 Ghz,32 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,APN1-DedicatedUsage:c5.4xlarge,Upto 2250 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004413,28/02/17,59181.0,1yr,All Upfront,standard,Asia Pacific (Singapore),i3.16xlarge,Yes,Storage optimized,64.0,2.3 GHz,488 GiB,8 x 1900 NVMe SSD,20 Gigabit,Windows,Shared,APS1-BoxUsage:i3.16xlarge,14000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004414,01/07/19,0.0,"","","",AWS GovCloud (US),c5n.large,Yes,Compute optimized,2.0,3.0 Ghz,5.25 GiB,EBS only,Up to 25 Gigabit,Linux,Host,UGW1-HostBoxUsage:c5n.large,Up to 3500 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004420,01/06/19,12352.0,1yr,All Upfront,standard,AWS GovCloud (US-East),r5a.8xlarge,Yes,Memory optimized,32.0,2.5 GHz,256 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,UGE1-DedicatedUsage:r5a.8xlarge,3500 Mbps,64.0,"AVX, AVX2, AMD Turbo"
1004438,31/01/18,1065.0,3yr,All Upfront,convertible,Canada (Central),c5.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,CAN1-BoxUsage:c5.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004439,07/12/18,78335.0,3yr,Partial Upfront,convertible,Asia Pacific (Tokyo),i3.metal,Yes,Storage optimized,72.0,"",512 GiB,8 x 1900 NVMe SSD,25 Gigabit,Windows,Dedicated,APN1-DedicatedUsage:i3.metal,"",128.0,""
1004450,01/06/19,0.6809999999999999,3yr,Partial Upfront,standard,Canada (Central),m5a.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,CAN1-DedicatedUsage:m5a.4xlarge,2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1004451,05/08/18,6906.0,3yr,Partial Upfront,standard,EU (Frankfurt),m5d.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Linux,Shared,EUC1-BoxUsage:m5d.4xlarge,2120 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
